date,amount,category,description,clean_description,is_fraud
2022-04-12 14:10:49,21.43,Shopping,Sign read inside walk Democrat bank pay entire.,Public easy mention.,0
2022-04-21 19:53:09,30.95,Entertainment,Address land mission federal share agreement.,So study son class.,0
2020-11-18 23:24:28,50.52,Entertainment,And wind morning down third for.,Step evidence rise.,0
2021-01-24 02:19:27,79.43,Entertainment,Write center state cup health color.,View research mean.,0
2023-03-28 08:30:43,64.08,Entertainment,Forward what almost eye data carry activity.,Food home deal.,0
2023-10-08 08:19:34,12.81,Transport,Check important turn memory nation trade.,Hear participant.,0
2024-02-19 12:19:34,62.75,Shopping,Seem song space.,Hotel cold meeting.,0
2020-06-19 00:12:22,5.32,Bills,Possible upon leader.,Seven continue.,0
2020-05-23 14:52:59,35.83,Transport,Matter shake medical cut might staff.,Mission network set.,0
2024-04-16 19:46:21,96.5,Transport,Of until story concern poor enough.,Bad Mr price blood.,0
2024-11-11 05:01:11,34.11,Bills,Cut return improve consumer become fact.,Television eight.,0
2023-05-18 21:51:47,15.16,Food,Health win itself once together wait.,Live fund Mrs argue.,0
2022-02-23 10:14:26,0.9,Shopping,Bit wrong peace. Glass commercial hotel natural.,American history.,0
2020-04-21 10:30:31,22.77,Transport,Able cell work free pass break wide artist.,Own phone avoid he.,0
2023-10-28 20:14:52,2.17,Entertainment,Former city pressure bring because news sense.,Service despite.,0
2020-10-21 06:07:30,63.55,Transport,Product character staff really question.,Many account win.,0
2022-04-12 11:59:04,99.6,Shopping,Politics receive its scientist.,Phone cost drug.,0
2023-09-07 04:13:13,84.26,Transport,Movement together job human society quality.,Medical these soon.,0
2022-04-19 03:23:59,74.26,Shopping,Ok wait house not language political.,Bad over drop break.,0
2021-12-03 23:51:12,54.16,Entertainment,Several down item voice film.,Foot maybe magazine.,0
2023-07-09 17:09:50,38.7,Entertainment,Forward ability wrong particularly.,Our tell yes set.,0
2021-07-23 01:47:43,49.55,Bills,Avoid either cold sense news.,Population heavy.,1
2022-09-16 09:40:33,78.16,Transport,Page door myself program wind structure win.,Success best.,0
2023-01-04 16:20:10,66.44,Entertainment,Both economy out point later home theory.,Group low Mr such.,0
2024-08-16 09:15:20,97.37,Shopping,Whose believe arrive.,First support good.,0
2021-10-26 03:54:59,18.18,Transport,Reduce production side can his moment worry.,No consumer.,0
2022-09-29 16:35:32,62.56,Shopping,News mother our behind quickly.,Town camera.,0
2024-07-15 08:45:10,59.14,Food,Security conference old. Air suddenly skin.,Dream paper group.,0
2021-03-08 10:06:04,17.78,Food,Subject take energy significant bank watch lose.,Process interview.,0
2025-02-23 02:05:18,15.62,Food,Return last write continue beyond.,Statement good.,0
2020-03-10 09:11:00,94.69,Transport,Even need whom hard support popular.,Change environment.,0
2020-03-03 23:04:16,56.91,Transport,Then degree good particular scene with per.,Case simple before.,0
2024-11-27 12:31:27,10.97,Bills,Serious rest base alone north talk until.,I arrive make.,1
2022-12-21 23:21:27,53.49,Shopping,Thousand stop drive PM least me alone.,Administration by.,0
2023-03-19 16:54:57,78.03,Shopping,Ever heart physical.,Upon wish trial.,0
2023-09-13 19:41:17,16.72,Transport,Physical or work affect course.,Network road.,0
2024-06-26 12:13:57,51.14,Entertainment,Rise worker successful effect.,Because recent.,0
2021-03-25 10:35:25,3.71,Transport,Old personal general alone foreign budget.,Establish.,0
2024-03-26 00:49:55,15.67,Transport,Economy game crime sure else finally attention.,Early nation.,0
2024-05-18 21:01:57,90.8,Food,Church design store address however.,Plan herself white.,0
2021-06-25 14:39:38,6.22,Transport,Expect hope game food.,Break alone others.,0
2025-01-17 15:56:50,71.24,Transport,Cultural have Mr professor remain.,Military wrong.,0
2021-02-18 02:13:11,67.62,Food,Expect across play born similar sister care give.,Process his where.,0
2021-07-19 05:23:06,66.75,Food,Us beautiful do strong lay manager.,Color pull tonight.,0
2020-01-29 02:05:21,1.76,Transport,Physical discussion land amount front account.,Great similar past.,1
2024-04-26 06:45:46,74.66,Food,Agree scientist individual own.,Particular large.,0
2020-01-05 12:57:41,52.44,Food,A least be left he apply understand.,Show number reveal.,1
2023-12-21 06:56:30,39.29,Transport,Ability effect weight.,Bag single imagine.,0
2025-02-23 14:29:50,93.99,Bills,Discussion ok their occur ground.,On require main.,1
2022-12-29 20:48:33,50.04,Transport,Around last wife interesting.,Discuss pass assume.,0
2025-01-12 12:55:42,70.07,Transport,Current half my town around.,Difference next to.,0
2024-04-20 18:26:25,60.6,Bills,However so they.,Sort anything.,0
2021-06-30 05:45:30,82.79,Entertainment,Loss television mind.,East of arm top.,0
2023-03-19 09:08:42,94.68,Transport,Store soon figure protect full.,Owner PM commercial.,0
2021-03-12 06:08:44,90.09,Shopping,Because condition seat trade main draw seat.,Act join pressure.,0
2023-10-08 20:05:56,20.73,Entertainment,Owner political star law data even plan.,You describe.,1
2021-05-12 17:11:25,79.12,Shopping,Popular use model size.,Street group thing.,0
2020-09-28 04:48:54,38.03,Transport,Whole hotel then stop ready state hand.,Establish travel.,0
2024-06-12 15:47:15,87.81,Shopping,Turn find subject century.,House any so family.,0
2023-02-20 17:04:56,85.33,Food,Federal say weight million.,Heavy consumer.,0
2020-07-11 21:20:09,56.03,Bills,Population cold order sister.,Right explain above.,0
2022-10-19 18:37:11,56.76,Food,Sea recently least foot respond fine without.,Audience kind.,0
2024-03-04 14:00:43,87.97,Transport,Increase ball some ahead.,Mission purpose.,0
2022-11-10 07:53:49,32.95,Entertainment,Chair party return air baby ball since.,Gun customer.,0
2021-12-14 14:39:57,59.6,Entertainment,Team they crime effect.,Book thought until.,0
2020-08-30 21:08:29,29.8,Entertainment,Indeed bag major attack. Most build may list.,Ever fear poor man.,0
2020-04-29 22:09:42,72.47,Shopping,Remember five such turn decide.,Analysis test most.,0
2020-02-16 17:25:37,92.68,Bills,Remain interesting fall company senior like.,Feel do itself seem.,0
2022-05-09 10:24:34,72.71,Food,Air condition age today.,Best news never.,0
2025-02-26 03:38:39,55.53,Food,Mouth economy instead history beat owner street.,However adult not.,0
2024-08-08 08:09:39,71.78,Food,Gas care maintain direction.,Everything.,0
2023-11-05 13:51:02,97.86,Food,Artist recently then.,Doctor third.,0
2021-11-03 08:30:27,7.63,Entertainment,Long yeah democratic floor sound think foreign.,For grow morning.,0
2021-08-11 04:38:27,97.7,Transport,Deal civil whole suggest value.,Attorney matter.,0
2021-07-28 11:05:30,47.41,Entertainment,Prove go result beat federal.,Information along.,0
2022-04-15 04:18:20,20.2,Bills,Give learn nor machine.,Realize.,0
2024-06-04 16:56:36,6.21,Transport,Modern themselves pressure future involve enjoy.,Morning continue.,0
2021-06-21 05:50:34,94.43,Shopping,Kitchen operation group difficult.,People forward air.,0
2024-11-22 03:36:46,95.78,Transport,Hear kind home front.,Positive shake.,0
2022-02-15 02:49:57,45.14,Food,Fall determine its business. Anyone foot father.,Project their.,0
2023-10-31 14:17:21,80.4,Entertainment,Guy new why important the themselves thing trade.,Page relate assume.,0
2021-03-17 11:57:56,70.61,Transport,Middle high huge debate woman.,Anything open.,0
2020-06-28 15:36:29,28.72,Bills,Republican city these garden.,About dream discuss.,0
2022-08-19 17:09:32,13.21,Shopping,Next drug evening mouth must.,Design five.,0
2023-04-13 22:31:46,57.7,Entertainment,Could or as fight bar lawyer.,Table budget series.,0
2020-11-06 19:03:05,92.18,Bills,Drug traditional feel soon.,Room laugh entire.,0
2021-07-25 09:09:58,91.57,Bills,Somebody exactly audience listen will full fly.,Enough continue.,0
2020-11-06 12:36:55,76.29,Bills,Federal fall stuff can third write.,Throughout high.,1
2021-02-21 22:51:50,56.38,Shopping,Card thank listen culture attention word.,Benefit role heart.,0
2023-01-27 10:53:41,37.75,Bills,Alone expect born.,Computer relate.,0
2021-05-16 05:18:41,61.14,Transport,Type their place language other war.,Enter perform sell.,0
2024-09-07 22:22:43,44.92,Bills,Experience early seven rock.,Painting glass case.,0
2023-10-20 02:58:43,68.27,Shopping,Alone can work two standard.,Face painting.,0
2023-02-19 17:24:18,72.54,Transport,Age kid pass wonder buy.,Open course sell.,0
2024-02-28 21:08:07,78.32,Entertainment,These seem right tonight rise before.,Major teach.,0
2023-06-28 23:31:56,1.98,Entertainment,Mind admit either pretty.,Town success look.,0
2024-09-17 20:47:56,97.53,Transport,Turn else would compare pay.,Number than present.,0
2024-06-07 21:17:08,31.07,Entertainment,Contain ahead voice high one.,Boy animal world.,0
2023-05-20 11:51:34,52.88,Entertainment,Continue could carry successful executive summer.,Say member indicate.,0
2023-12-27 19:23:09,16.99,Bills,Learn consumer strategy prepare ask arm.,Human address week.,1
2023-12-31 21:12:03,1.58,Entertainment,Mouth Mr now address.,Tax series six.,0
2020-08-13 07:30:28,6.65,Food,Structure thought positive vote big scientist.,Design response.,0
2024-10-26 02:02:57,68.84,Food,Design them though fast sense voice matter.,Song compare pull.,0
2022-06-26 11:37:27,87.56,Bills,Certain get range vote almost type.,Near protect.,0
2021-08-14 13:50:46,26.65,Bills,Maybe put dream good pretty remain.,Explain leave.,0
2023-08-29 00:24:03,73.07,Food,Daughter must manage bill draw case offer.,Nearly enough.,0
2021-01-31 10:08:18,34.59,Bills,Know medical mother this as huge.,Cultural site win.,0
2024-06-26 16:49:17,34.63,Entertainment,Into reflect policy everybody later sell cell.,Their talk director.,0
2023-01-31 11:51:40,18.78,Entertainment,Foreign cell consumer.,Compare president.,0
2022-04-21 10:57:07,48.45,Bills,Listen no think once western.,Simply arm cultural.,0
2024-07-08 23:00:43,15.03,Bills,Drive him blue anyone thousand.,State reality much.,0
2023-12-25 06:35:16,75.41,Entertainment,Matter exactly conference the choice example.,Prove reason force.,0
2020-04-26 02:16:24,26.77,Shopping,Hear table article end suffer agent bill.,Significant several.,0
2020-09-09 13:13:34,86.35,Food,Interesting treat indeed member control expert.,Story property.,0
2021-06-02 06:05:02,54.96,Shopping,Agency involve across work investment we former.,Price their young.,0
2021-09-15 20:25:42,15.38,Food,Make Republican employee away maybe.,Treatment strategy.,1
2021-07-22 05:19:16,1.93,Transport,Gun put stuff fund.,Sense within arm.,1
2020-06-14 18:13:30,1.39,Entertainment,Material child cut behind.,Prepare might.,0
2020-10-27 09:39:46,61.42,Entertainment,True bag tree ok research.,Behavior particular.,0
2022-09-15 14:09:29,67.89,Entertainment,Southern take science reality break.,Stay program woman.,0
2024-04-15 18:41:19,53.82,Transport,Agree enjoy establish.,Discussion science.,0
2023-06-22 22:46:09,98.74,Transport,Decide attention season body man.,Law if stock.,0
2025-03-10 17:01:55,98.65,Food,Tough town movie born a move us.,Material face.,0
2022-10-27 00:06:26,88.33,Bills,Moment one wife form fine fall move production.,Region feeling.,0
2022-02-12 02:09:14,20.3,Shopping,Term soldier sign environment blue here catch.,Cup heart father.,0
2023-05-15 09:03:31,87.47,Shopping,Focus land something bed according.,Country behind list.,0
2021-03-23 09:44:24,33.34,Bills,Pm lawyer probably always stay tough.,Citizen crime.,0
2021-11-10 13:43:39,30.21,Bills,Soon lose home arrive voice score without find.,Design news group.,0
2022-06-05 17:35:21,4.93,Shopping,Item customer actually push television admit.,About national.,0
2020-01-22 04:53:33,1.24,Bills,Religious improve field.,Include such.,1
2023-07-14 03:37:05,70.08,Entertainment,Forward reality relationship language exactly Mr.,Lose Republican kid.,0
2022-09-21 18:04:28,53.9,Entertainment,Share age wall entire.,Picture all floor.,0
2024-08-08 15:46:26,10.95,Transport,Dream political certainly man rise figure.,College media his.,0
2022-02-21 15:56:34,65.73,Shopping,Dinner ball term coach.,Industry deep ready.,0
2023-06-07 13:19:16,33.72,Transport,I follow system collection.,Either war free.,0
2022-12-17 11:50:56,59.73,Bills,Particularly itself quality current.,Form today past.,0
2024-04-11 14:23:35,19.71,Bills,Question better pay concern effect last.,Late force Democrat.,0
2023-08-24 02:22:34,56.64,Shopping,Employee look movement hour sea budget.,Majority represent.,0
2022-11-05 12:57:01,40.78,Transport,Practice office majority only.,Town near like add.,1
2022-10-04 03:03:13,10.43,Food,But chance rock rich mean.,Eight lay bank yet.,0
2024-10-23 18:16:06,67.72,Bills,Well nor action such media ready.,In central design.,0
2024-05-09 03:51:31,87.65,Entertainment,Source red three son call.,Peace prevent.,1
2022-08-24 22:23:55,2.25,Food,Population away field relate catch pick.,Growth PM although.,0
2023-05-02 22:56:12,68.75,Bills,Identify and north allow write.,Computer right.,0
2023-11-29 22:50:48,0.34,Transport,Mr feel similar would baby whom machine.,Become however.,0
2022-07-27 02:28:34,62.94,Entertainment,Interesting animal bed great.,Development weight.,0
2021-07-23 22:42:06,46.63,Shopping,Shake tell oil need.,Get environment.,0
2020-03-21 18:01:24,40.43,Food,Quality base real hour.,Young hit follow.,0
2021-05-30 03:47:06,65.73,Food,Box family decision poor news.,Make state push bed.,0
2024-07-11 16:17:37,20.96,Shopping,Thank sure campaign that local hair board.,Card relate idea.,0
2021-07-01 23:33:13,73.93,Shopping,Natural thank skill list poor minute Mrs.,Thing large young.,0
2024-08-10 16:58:19,60.49,Food,Fall small single own professional.,Nothing trip.,0
2020-04-08 16:39:58,13.99,Food,Describe mission civil third coach marriage.,Trip wait scene.,0
2024-04-15 20:09:25,61.27,Shopping,Usually huge you carry.,Region certainly.,0
2021-04-23 23:26:10,27.46,Bills,Thing technology guess probably.,Reveal war less she.,0
2022-05-04 22:51:36,89.15,Transport,Smile investment us manager like black.,Forward ahead on by.,0
2024-01-30 14:35:14,41.44,Entertainment,Guess career executive.,Fact interesting.,0
2020-05-11 15:38:25,96.0,Transport,Mrs vote minute someone country issue.,Indicate wide tell.,0
2021-05-31 08:16:04,79.49,Food,Series might professor chair worker.,Significant reveal.,1
2025-04-11 06:00:34,64.06,Shopping,Eye eight leg give author.,Better argue.,0
2025-01-22 17:22:07,52.86,Shopping,Media game major.,Protect against.,0
2020-04-25 20:08:17,71.58,Entertainment,Happen kind wish.,Position upon.,0
2020-08-01 07:35:34,53.09,Food,Within effect too easy pull building ball.,Network how believe.,0
2022-03-02 11:21:23,27.52,Transport,Sort least treatment this man.,Address maybe past.,0
2023-05-20 10:39:58,64.4,Transport,Reality teach somebody couple.,Report rest feel.,0
2023-06-29 14:08:31,54.52,Bills,Laugh establish her yeah evidence current.,Again paper point.,1
2024-11-03 15:00:25,71.13,Entertainment,Really sign final appear.,Enough prove.,0
2024-02-23 21:16:29,59.31,Shopping,Leg assume memory answer why no federal.,Eye political you.,0
2020-03-16 07:32:39,92.54,Shopping,Nothing never most out. Focus campaign fly.,Yard news once.,1
2023-04-03 02:27:52,62.64,Bills,Well seek success expect.,Receive character.,0
2020-07-21 02:19:46,84.88,Shopping,Major very also never perhaps mother stand.,Term anyone will.,0
2022-06-26 18:19:30,91.61,Transport,Fund simple claim. Society between window voice.,City take off ok.,0
2023-10-29 07:25:48,66.91,Entertainment,Old teach thought after alone.,Imagine pretty.,0
2020-01-07 17:33:35,22.21,Entertainment,Happen say beyond fill training majority present.,Leg network thing.,0
2020-07-12 05:14:16,61.95,Transport,Court prove happen safe partner director mind.,Become close boy.,0
2022-06-29 02:45:28,36.48,Food,Receive continue up street middle.,Consumer phone hear.,0
2020-08-29 07:00:22,93.54,Shopping,Eight figure baby.,Kid health while.,0
2021-08-12 07:09:43,27.06,Entertainment,Staff truth black year of.,Somebody its arm.,0
2020-10-01 04:33:48,60.56,Entertainment,Simply behavior build save.,Third whatever.,0
2023-09-24 02:25:38,17.8,Shopping,Arm energy born give season quickly.,Sort become.,0
2021-09-29 13:47:36,86.47,Entertainment,Thing doctor cup arm them have kid.,Allow PM there.,0
2022-04-26 05:52:02,30.75,Entertainment,Sell information person spend.,Herself remember.,0
2020-08-20 01:37:52,13.27,Transport,Region current court benefit.,Factor week risk.,0
2021-01-17 05:39:52,26.09,Transport,Traditional water girl reach report fly.,Cold agreement.,0
2021-10-05 00:45:36,28.44,Transport,Information value seat myself laugh heart.,Method sometimes.,1
2021-01-23 20:30:25,93.8,Shopping,Happy include concern kitchen recent pull policy.,Resource call.,0
2024-02-03 10:17:52,43.49,Shopping,Left blue your. Huge boy miss tell policy.,Win against.,0
2021-01-19 02:56:50,93.05,Shopping,Lead blue five small.,Activity analysis.,0
2024-08-10 11:05:22,86.65,Shopping,Safe turn sister challenge as paper.,Several Democrat.,0
2020-10-15 00:53:11,31.01,Food,Answer media international watch ground.,Society cell.,0
2021-04-14 14:59:16,53.86,Transport,Author medical second live because.,Wind special own.,0
2025-01-27 12:23:42,47.64,Entertainment,Less decision campaign cup sell.,Population theory.,0
2023-09-09 12:12:47,26.42,Transport,Area cultural degree trade.,List set.,0
2024-03-22 14:40:30,44.14,Transport,Early early full total here.,Sometimes space.,0
2021-11-05 09:40:20,61.28,Bills,Final home design reality bar at opportunity.,Computer authority.,0
2023-06-27 19:57:44,55.95,Transport,Memory raise rest. Southern land role than.,Physical view eye.,0
2024-04-08 11:31:16,11.25,Bills,Threat back against window message computer.,Soldier finish.,0
2023-09-17 14:23:09,56.67,Shopping,Imagine make bring not spend.,Probably he imagine.,1
2021-10-09 10:09:03,49.38,Food,Certainly president life option contain ask.,Type democratic.,0
2023-03-10 23:15:32,1.93,Shopping,Information bring throw age prove responsibility.,Child remain task.,0
2022-02-17 05:25:46,51.4,Food,Finally care heart. Social but might all.,Thought example.,0
2025-02-13 19:34:12,15.76,Bills,Medical woman direction cost season ahead.,Style production.,0
2022-01-13 00:24:12,26.64,Food,Project work should sign.,Yeah field rather.,0
2020-09-09 18:46:33,88.19,Entertainment,Father can woman. Year choose run start article.,Technology pay long.,0
2023-04-28 09:42:51,50.54,Bills,On create take test offer standard pull.,Business break.,0
2025-01-19 22:44:56,77.59,Food,Big beyond hundred data base low.,Drive think.,0
2022-05-29 01:43:25,56.03,Entertainment,Person water miss election door prove ground.,Describe if believe.,0
2020-03-23 10:47:37,70.95,Shopping,Any firm enjoy agency box sell add.,Boy wait pass own.,0
2020-03-31 09:47:51,2.46,Bills,Simply line put early dinner offer.,Apply value.,0
2023-08-02 22:07:28,27.92,Transport,Serious question foreign politics.,Knowledge.,0
2022-05-11 11:13:19,4.58,Entertainment,Analysis seven record set throw.,Mention possible.,0
2021-10-12 09:21:23,11.79,Transport,Democrat fly PM will mother father big.,Assume bill ability.,1
2023-09-24 00:53:23,97.57,Food,Fine thing appear. Mr now paper mention.,Indeed camera.,1
2020-04-10 03:20:19,7.85,Transport,Change reality debate teacher even whatever.,Actually street.,0
2022-01-08 11:39:57,77.81,Bills,Million situation Congress peace establish.,Stuff bag station.,0
2024-09-14 12:39:54,82.72,Entertainment,Make music actually inside seat local different.,Sister visit move.,0
2022-05-20 09:03:53,79.23,Bills,Reach risk really build stock cost chance.,Plant sound.,0
2022-03-16 12:39:32,43.22,Shopping,Air through low rule south water.,Name out through.,0
2022-12-25 20:58:45,96.59,Bills,Amount fact agent customer again defense.,Support station.,0
2022-03-24 00:46:39,13.6,Food,Onto window military ask price why.,Room write security.,0
2022-05-02 04:32:23,79.15,Shopping,Bit range mention public entire go.,True professional.,0
2024-07-28 13:59:19,20.45,Food,Interview everything seat teacher.,Though program high.,0
2024-09-13 11:25:18,56.33,Shopping,Section which hot every she. Say stop single.,House girl cause.,0
2022-07-05 23:47:29,16.47,Shopping,Clear memory free organization black suffer.,Later wear energy.,0
2023-02-02 12:49:32,4.02,Food,Letter high summer possible.,Develop new long.,0
2023-05-12 11:21:55,2.27,Bills,Above area glass sure.,Visit body forward.,0
2024-05-02 22:21:36,89.11,Entertainment,Animal present information government since yeah.,Them how boy range.,0
2022-12-15 07:29:56,0.19,Bills,Contain control community quite rule art.,Like job part fact.,0
2023-06-21 21:09:45,37.44,Shopping,Learn young yourself production consider three.,That join sell.,0
2020-12-29 06:35:08,56.92,Entertainment,Exist add possible side on debate pass.,Prevent century.,0
2024-10-11 00:02:56,23.02,Entertainment,Character who sister body space able sign.,Dog charge base.,0
2022-08-16 22:31:10,58.12,Transport,Assume pay he culture may that.,Involve happen type.,0
2022-10-06 20:54:27,3.77,Transport,Value scene program federal address but machine.,Skill property.,0
2024-01-12 04:53:26,73.83,Transport,Fund research true seven Mr worry somebody.,Central page today.,0
2021-07-24 20:09:11,2.59,Bills,Plan here where go parent economy.,Kitchen know.,0
2021-06-17 13:53:55,6.57,Shopping,Attack ground natural dog own ten change.,Public four.,1
2024-10-21 13:03:06,35.62,Shopping,Ahead ago despite enough.,Expect simple.,0
2020-11-04 00:25:11,35.86,Transport,Sometimes early father manager food.,Might time edge.,0
2020-06-11 05:20:57,36.84,Entertainment,Box best treatment rock.,Several also though.,0
2024-10-13 08:42:25,90.93,Bills,Behavior action surface within society case.,Lawyer who office.,0
2020-09-25 15:12:27,36.6,Entertainment,Pattern nature head gun should trip price.,Cut look foreign.,0
2021-03-24 19:36:30,98.8,Entertainment,Response drop thank world affect since.,Low particular.,1
2024-01-19 03:48:02,45.91,Bills,Parent share card officer. Stage challenge off.,Officer future.,0
2020-04-03 20:47:19,13.03,Transport,Perform style show on relationship degree.,Meeting rich buy.,0
2022-04-01 22:13:22,74.53,Entertainment,Subject enter office reality current.,Claim she town yard.,0
2023-07-10 15:53:58,32.87,Shopping,Old task what detail form task beat defense.,Feel someone.,1
2021-08-07 22:07:40,22.51,Bills,Several expert decision remain.,Suggest social near.,0
2024-04-22 22:44:55,94.05,Bills,People staff guess experience like.,Up language least.,0
2022-10-08 01:21:10,46.5,Transport,Radio every believe local glass operation son.,Indicate serve.,0
2023-02-01 15:48:40,95.95,Entertainment,Next sort central great be.,Figure voice dinner.,0
2020-10-14 01:16:52,88.94,Entertainment,Care national seven forget.,When energy current.,0
2020-05-19 06:47:35,44.0,Transport,Although live explain sell movement.,Program herself.,0
2023-08-16 14:21:15,96.49,Food,Inside health vote find hard part.,Good address give.,0
2022-03-16 20:41:44,34.42,Transport,Sign charge reveal family pick.,Even choice.,0
2023-05-13 14:20:45,17.88,Shopping,Huge magazine any travel program.,Kid performance.,0
2022-12-26 08:38:12,13.94,Transport,Reason church visit party total.,Son green young.,0
2020-07-12 08:59:02,28.0,Food,Area control word age beyond occur family.,Prevent scientist.,0
2021-09-17 19:45:39,86.2,Shopping,Approach fight knowledge.,Wear day eat.,0
2022-03-26 05:46:38,63.5,Entertainment,Miss budget same drug field protect product read.,Show full member.,0
2022-10-01 06:28:00,12.2,Entertainment,Road another remember man race south almost.,Per my building.,0
2025-04-07 12:18:21,58.07,Transport,Hope guess TV catch.,Identify benefit.,0
2022-04-04 21:42:06,72.4,Transport,According executive audience approach method.,Admit serious drop.,0
2024-04-30 15:06:14,77.6,Shopping,Capital trial interest religious.,Establish suggest.,0
2023-12-08 20:16:54,61.22,Entertainment,Be strategy bar do.,Happy before factor.,0
2021-12-11 16:21:17,60.4,Food,Special exactly recognize our.,Me indeed effect.,0
2023-01-03 04:51:25,58.24,Food,Approach life manage focus summer yes.,Happy billion less.,0
2021-06-25 03:24:22,58.07,Shopping,Far view rate admit this.,Plan magazine study.,0
2025-01-11 10:18:48,39.64,Shopping,Year yes yeah everyone program window.,Allow conference.,0
2024-04-05 06:39:36,63.04,Transport,Scientist interesting cost run.,Attorney own speak.,0
2022-10-27 09:16:58,93.31,Bills,Arm property member natural manager item start.,These PM owner yes.,0
2020-07-26 01:27:20,35.27,Transport,Else prepare option.,Write run building.,0
2020-09-21 01:07:55,33.33,Transport,Fish authority official head.,Each southern.,0
2022-06-28 05:47:49,71.25,Bills,Recent popular every.,Better article.,0
2022-02-19 23:49:30,48.95,Transport,Share measure job reduce suffer film work.,Finish true policy.,0
2021-11-10 15:27:01,27.08,Entertainment,Only tax serious organization letter.,Experience cultural.,0
2024-11-27 14:19:33,13.91,Entertainment,Then government news much.,Hope accept too.,0
2025-04-05 02:21:18,87.78,Shopping,American try military surface.,Possible sport.,0
2024-06-15 08:50:37,92.04,Entertainment,Technology so make town mission material offer.,Fund dog try.,0
2021-07-05 20:31:37,42.83,Entertainment,Fund keep thousand eight bar ok major before.,Five wonder by part.,0
2022-04-20 23:23:00,79.55,Entertainment,Check authority very two. Ever these election at.,Read face past.,1
2021-11-23 04:23:43,15.56,Bills,Marriage accept our interesting baby per.,Unit many without.,0
2020-05-04 08:26:09,86.98,Entertainment,Close quickly next around.,Give politics when.,0
2020-04-17 16:20:20,44.92,Food,Worry economic improve officer. Figure road edge.,Let left new fine.,0
2022-12-23 15:47:52,37.29,Bills,Serious worker oil middle.,Heavy tell them.,0
2020-06-04 22:00:06,62.91,Transport,Response position despite note forget.,Happy simple.,0
2020-12-14 00:47:21,24.25,Transport,Financial identify to structure capital.,Occur now trouble.,1
2023-11-19 06:04:16,52.48,Entertainment,Seek without military those write.,Right moment.,0
2020-09-19 23:31:40,67.22,Transport,House better attack no fast if clear fine.,Question take miss.,0
2021-09-30 08:55:09,6.97,Bills,Able development parent.,Turn management.,0
2022-02-25 22:18:55,84.25,Food,Truth beat society drug expect become current.,Bill above American.,0
2020-10-08 18:51:03,82.6,Food,Ok where indicate friend.,Charge similar.,0
2020-07-11 23:12:38,53.28,Food,Wrong base person gun help realize.,Dog degree letter.,0
2024-11-02 02:50:11,20.04,Entertainment,Nothing if of. Push tell end.,Though question us.,0
2021-11-16 11:23:44,72.66,Food,Right remain when manager serve boy relate scene.,Hair face member.,0
2022-03-13 23:07:04,31.16,Bills,Step news quickly list produce art.,For could city.,0
2020-12-05 20:48:07,87.85,Transport,Window begin option artist civil.,Bit maintain very.,0
2021-03-30 17:18:05,82.63,Bills,Fund traditional health.,Future own white.,0
2024-03-14 08:20:46,51.46,Bills,Among after but form.,There threat sit.,0
2022-11-12 10:01:56,69.47,Bills,Onto land three technology beyond else.,Technology front.,0
2024-11-16 20:56:52,26.25,Food,Head be discuss Democrat start building mission.,Compare you same.,0
2023-01-11 03:01:15,14.14,Entertainment,Land top happen.,Box impact American.,0
2020-08-06 20:52:12,65.45,Entertainment,Information race know continue garden within.,Perform actually.,0
2020-12-06 13:09:33,9.52,Shopping,Mrs end rest yet. Wear teacher apply issue.,Yes bring end.,0
2020-11-12 23:53:19,56.14,Bills,Deal executive small administration professor.,Law certain stop.,1
2022-08-13 22:41:08,86.25,Transport,Glass feeling food face wait specific practice.,National very young.,0
2024-08-30 19:13:37,83.87,Bills,Chance health could result whom others.,Thus type social.,0
2022-12-16 19:53:13,3.9,Transport,Table race event seek he responsibility.,Republican family.,0
2021-10-05 03:58:48,89.25,Shopping,Central hear traditional arrive.,Ahead cold weight.,0
2023-09-09 21:28:24,31.65,Food,Section listen nor born.,Tree about process.,0
2021-08-04 07:55:20,49.36,Transport,Rock certainly show door deep.,Inside a national.,0
2020-07-02 23:41:34,85.2,Entertainment,Church finally hold consumer and all.,Sense way idea.,0
2020-05-17 06:04:44,53.3,Bills,Leave dog like difference cause.,Some weight fish.,0
2024-07-06 19:53:22,58.4,Food,Between occur hundred affect later.,Market authority.,0
2024-01-14 06:28:13,65.4,Transport,Blood manager world behind board type say.,Only who old lead.,0
2024-05-20 07:28:09,99.11,Food,Rich project police owner or.,Affect political.,0
2023-11-17 10:23:11,52.79,Transport,Manager win director.,Money one bill.,0
2021-01-26 00:32:12,80.15,Entertainment,Full better understand fight debate.,Pretty account.,0
2024-05-15 06:23:30,29.46,Bills,Effort we so early. I get thought upon.,Generation owner.,0
2020-01-03 00:52:02,58.49,Food,Seek movie main large.,Will local point.,0
2024-09-14 04:21:44,77.2,Shopping,Join ago as sense still speech.,Fine list feeling.,0
2020-09-07 02:54:23,1.11,Food,Develop new half poor sell sister.,Really family crime.,0
2024-04-28 19:53:46,32.05,Entertainment,Gas agreement deep some well capital machine.,Available three on.,0
2020-03-19 05:54:01,27.07,Bills,Class scene old strong.,Physical ago.,0
2024-01-27 17:58:20,20.36,Transport,Benefit analysis election lay trade those.,Begin again west.,0
2023-02-06 01:41:36,57.37,Entertainment,Civil lawyer unit tough eye instead today price.,Sell prepare war.,0
